SUBJECT,CODE,TITLE,CREDIT,ATTRIBUTE,EXCLUSION STR,PREREQUISITE STR,COREQUISITE STR,DESCRIPTION,COLIST WITH STR,VECTOR,PREVIOUS CODE,OFFER IN
"BMED","4950F","Special Project","3","-","-","-","-","A group/ individual special project supervised by one or a group of faculty members. Students are required to conduct a project on a specified topic related to biomedical engineering. Normally, a project proposal and a final report are required. May be repeated for credits if the projects have different emphases or cover different topics. Instructor's approval required. May be graded PP.","-","-","-","['2016-17 Spring']"
"BTEC","5210","Principles and Application in Biotechnology","4","-","-","-","-","The goal of this course is to provide an interdisciplinary, state-of-the-art introduction to biotechnology.  Topics include the molecular foundations of biotechnology, molecular microbiology, biotech process development and scale-up, product approval and regulatory affairs, genomics, microarray analysis, proteomics, computational biology, molecular modeling, analytical biotechnology, and bioterrorism and biotechnology.","-","[3-1-0:4]","BTEC 521","['2017-18 Summer', '2016-17 Summer']"
"BTEC","5220","Business Operations of Biotechnology","4","-","-","-","-","Management perspective of R&D process, methods for planning and organizing biotechnology ventures, basic concepts of intellectual property rights and methods and principles of marketing new technology-based products and services.","-","[3-1-0:4]","BTEC 522","['2017-18 Spring', '2016-17 Spring']"
"BTEC","5260","Bioanalytical Technology","3","-","CHEM 5440 (prior to 2014-15)","-","-","The use and development of biomolecules for analytics: enzymes and immunotests, DNA probes, biosensors and biodipsticks.  Application of other analytical techniques for bio- and medical sciences will also be introduced.","-","[2-1-0:3]","BTEC 526","['2017-18 Spring', '2016-17 Spring']"
"BTEC","5340","Biomarkers and Medical Devices","3","-","-","-","-","Introduction to biomarkers and its examination by medical devices, with a focus on utilization of biomarkers in the pharmaceutical and biotechnology industries, and a comprehensive overview on the regulatory affairs and marketing strategy of medical devices.","-","[2-1-0:3]","-","['2017-18 Spring', '2016-17 Spring']"
"BTEC","5360","Biopharmaceutical Workshop","3","-","-","-","-","Introduction to various laboratory techniques commonly applied in the biopharmaceutical industry for drug discovery and development applications, with a focus on gaining hands-on experience through laboratory practices. Advanced techniques such as automated screening and multiplex detection will be covered.","-","[1-0-6:3]","-","['2018-19 Fall', '2017-18 Fall']"
"BTEC","5380","Drug Discovery and Development","3","-","-","-","-","Overview of methodology employed in identification of lead compounds, drug synthesis and development.  Receptor screening technology for target identification, high-throughput screening for lead identification, and the process for turning lead compounds into marketable drug products.","-","[2-1-0:3]","BTEC 538","['2017-18 Fall']"
"BTEC","5550","Nutraceuticals and Transgenic Products","3","-","-","-","-","Highlights in current applications of biotechnology on the research and development of nutraceuticals and transgenic products.  Scientific approaches to natural product drug discovery, TCM-based health products, and nutritional products will be discussed.","-","[2-1-0:3]","BTEC 555","['2018-19 Fall']"
"BTEC","5630","Recombinant DNA Technology and Bioproducts","3","-","-","-","-","The course focuses on upstream and downstream processings in biotechnology.  Molecular biology of recombinant DNA techniques, the properties of fermentation broths, the selection of source material or organisms and the separation technology for the recovery of products.","-","[2-1-0:3]","BTEC 563","['2017-18 Fall']"
"BTEC","5760","Concepts in Bioprocessing","3","-","CENG 4610 (prior to 2012-13)","-","-","Weaves concepts and fundamentals common to various aspects of bioprocessing.  They include the analysis of transport phenomenon in biological systems (for example, immobilized cell or enzyme systems, artificial organs, and drug delivery systems); genetic engineering techniques applied to microorganisms, animals, and plants; and the cellular machinery and process by which biological products are synthesized by the cell.","-","[2-1-0:3]","BTEC 576","['2018-19 Fall', '2017-18 Fall']"
"BTEC","5900","Immuno Biotechnology","3","-","-","-","-","A systematic review of the overall organization and function of the immune system with a special emphasis on antibody-based technology and its broad applications in various aspects of scientific research and medicine.","-","[2-1-0:3]","-","['2018-19 Fall', '2017-18 Spring']"
"BTEC","6900","Case Investigation in Biotechnology","3","-","BTEC 6980 (prior to 2012-13)","-","-","Students will review a topic of their choice in an area of biotechnology under the supervision of a faculty member.  An in-depth reading and analysis by the student of the selected topic leading to the submission of a written report, and its presentation in a seminar.","-","[2-1-0:3]","BTEC 690","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"BTEC","6930","Directed Biotechnological Research","4","-","BTEC 6950 (prior to 2012-13), BTEC 6960 (prior to 2012-13)","-","-","Students will undertake a research project of their choice in an area of biotechnology under the supervision of a faculty member.  The results of the research will be presented in a seminar and be formally written in the form of a final report.  For MSc student who can participate in day-time laboratory work only.","-","[1-0-9:4]","BTEC 693","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"BTEC","6940","Advanced Biotechnological Research","4","-","-","BTEC 6930","-","Students will undertake a research project in an area of biotechnology under the supervision of a faculty member. The results of the research will be presented in a seminar and be formally written in the form of a final report. For full time MSc students only.","-","[0-1-9:4]","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
